Action Rotate,Action Translate,Action Scale,World Coordinates,Local Coordinates,Camera Projection Coordinates,Action Select,Lightning,Save Project,Open Project,Create Project,Reload Project,Undo Last Action,Redo Last Action,Open IDE,Reload Game,Build Project,Build N Run Project,Cancel Build,Create Package,Create Folder,Display Properties,Rename Package,Rename Folder,Delete Selected Item,Expand Asset Folders,Expand All,Collapse All,Show in Explorer
Girar,Mover,Calibrar,World Coordinates,Local Coordinate,Coordenada Camara,Seleccionar,Light,Guardar,Open,Crear Proyecto,Recargar Proyecto,Undo Last Action,Redo Last Action,Open IDE,Juego Recargar,Contruir Proyecto,Build and Start,Build Cancel,Crear Paquete,Folder Crear,Mostrar Propiedades,Package Rename,Renombrar Folder,Borrar Item,Expandir Folder,Todos Expandir,Collapsar Todos,Show in Explorer
Rotate,Translate,Redimensionar,World Coordinate,Local Coordinate,Camera Coordinates,Elegir,Luz,Save,Abrir,Create P,Reload Project,Deshacer,Rehacer accion,IDE,Game Reload,Proyecto Construir,Construir y Correr,Cancel Build,Crear Paquete,Folder Crear,Mostrar Propiedades,Package Rename,Package Folder,Borrar Item,Folder Expandir,Expand All,Collapse All,Explorer Show
Rotar,Move,Redimensionar,Coordenadas Mundo,Coordenadas Local,Coordenada Camara,Elegir,Alumbrado,Save,Abrir,Crear Proyecto,Recargar Proyecto,Undo Last Action,Redo Last Action,IDE,Recargar Juego,Build,Build and Start,Build Cancelar,Create Package,Folder Create,Display Property,Renombrar Paquete,Renombrar Folder,Borrar Item,Folder Expandir,Todos Expandir,Collapse All,Mostrar en Explorador
Girar,Mover,Redimensionar,Coordenadas Mundo,Coordenada Local,Coordenadas Camara,Seleccionar,Luz,Grabar,Abrir,Create Project,Reload Project,Undo,Redo Last Action,Open IDE,Juego Recargar,Build Project,Build and Run,Build Cancelar,Create Package,Crear Folder,Display Property,Paquete Renombrar,Renombrar Folder,Item Borrar,Expandir Folder,Todos Expandir,Collapse All,Explorador Mostrar
Rotate,Transladar,Scale,World View,Local Coordinate,Coordenadas Camara,Destacar,Alumbrado,Save,Abrir,Create Project,Reload Project,Undo Last Action,Rehacer,Open IDE,Recargar Juego,Contruir Proyecto,Construir y Correr,Build Cancelar,Package Create,Crear Folder,Display Property,Renombrar Paquete,Renombrar Folder,Item Delete,Folder Expandir,Expandir Todos,Collapsar Todos,Explorador Mostrar
Rotate,Move,Redimensionar,Coordenadas Mundo,Coordenada Local,Coordenada Camara,Seleccionar,Luz,Grabar,Empezar,Proyecto Crear,Recargar Proyecto,Undo,Redo Last Action,Open IDE,Juego Recargar,Proyecto Construir,Build and Run,Build Cancel,Package Create,Folder Create,Display Property,Renombrar Paquete,Renombrar Folder,Item Borrar,Folder Expandir,All Expand,Todos Collapsar,Explorador Mostrar
Girar,Mover,Calibrar,Mundo,Local Coordinate,Camara Coordenada,Escoger,Light,Grabar,Abrir,Proyecto Crear,Recargar Proyecto,Undo Last Action,Redo Last Action,IDE,Reload Game,Proyecto Construir,Build and Run,Build Cancelar,Package Create,Folder Create,Mostrar Propiedades,Rename Package,Rename Folder,Item Borrar,Folder Expand,All Expand,All Collapse,Explorer Show
Girar,Transladar,Calibrar,World Coordinates,Locales,Coordenada Camara,Seleccionar,Alumbrado,Guardar,Iniciar,Create Project,Recargar Proyecto,Undo,Redo Last Action,IDE,Game Reload,Build,Construir y Correr,Cancel Build,Package Create,Create Folder,Mostrar Propiedades,Rename Package,Folder Renombrar,Item Borrar,Folder Expandir,All Expand,Collapsar Todos,Show in Explorer
Rotar,Mover,Calibrar,World Coordinates,Local,Coordenada Camara,Elegir,Light,Save,Abrir,Proyecto Crear,Proyecto Recargar,Deshacer accion,Redo Last Action,Abrir IDE,Game Reload,Proyecto Construir,Construir y Correr,Cancelar Build,Package Create,Crear Folder,Mostrar Propiedades,Rename Package,Rename Folder,Borrar Item,Expandir Folder,Expandir Todos,Todos Collapsar,Mostrar en Explorador
Voltear,Move,Calibrar,Mundo,Coordenadas Local,Camara Coordenada,Destacar,Alumbrado,Save,Abrir,Create Project,Recargar Proyecto,Deshacer accion,Redo Last Action,Abrir IDE,Juego Recargar,Build Project,Build and Start,Cancel Build,Paquete Crear,Crear Folder,Propiedades Mostrar,Paquete Renombrar,Folder Renombrar,Borrar Item,Expandir Folder,Expandir Todos,Collapse All,Mostrar en Explorador
Voltear,Mover,Redimensionar,World View,Coordenada Local,Camara Coordenadas,Seleccionar,Iluminacion,Save,Open,Proyecto Crear,Proyecto Recargar,Undo Last Action,Redo Last Action,Open IDE,Game Reload,Build,Construir y Correr,Cancel Build,Package Create,Create Folder,Propiedades Mostrar,Paquete Renombrar,Package Folder,Delete Item,Expand Folder,All Expand,All Collapse,Mostrar en Explorador
Rotate,Translate,Redimensionar,Mundo,Local,Coordenadas Camara,Escoger,Light,Grabar,Iniciar,Proyecto Crear,Reload Project,Deshacer accion,Rehacer accion,Abrir IDE,Juego Recargar,Build,Build and Start,Build Cancel,Crear Paquete,Crear Folder,Propiedades Mostrar,Package Rename,Package Folder,Item Borrar,Folder Expandir,Expand All,Todos Collapsar,Mostrar en Explorador
Rotate,Transladar,Redimensionar,World Coordinates,Coordenadas Local,Camara,Escoger,Iluminacion,Save,Empezar,Crear Proyecto,Proyecto Recargar,Deshacer accion,Redo,Abrir IDE,Recargar Juego,Contruir Proyecto,Build and Start,Build Cancelar,Paquete Crear,Crear Folder,Property Display,Package Rename,Folder Renombrar,Item Borrar,Expandir Folder,Expandir Todos,Collapsar Todos,Explorer Show
Rotate,Translate,Calibrar,World View,Locales,Camara Coordenada,Destacar,Iluminacion,Save,Iniciar,Create P,Proyecto Recargar,Deshacer accion,Redo,Open IDE,Recargar Juego,Contruir Proyecto,Construir y Correr,Cancel Build,Package Create,Crear Folder,Display Property,Package Rename,Folder Renombrar,Delete Item,Folder Expandir,Expand All,Collapse All,Mostrar en Explorador
Girar,Move,Escalar,Coordenadas Mundo,Coordenadas Local,Camara Coordenada,Destacar,Alumbrado,Guardar,Iniciar,Crear Proyecto,Reload P,Undo,Redo Last Action,Open IDE,Reload Game,Build Project,Build and Run,Cancelar Build,Crear Paquete,Crear Folder,Display Property,Paquete Renombrar,Package Folder,Borrar Item,Folder Expandir,Expand All,All Collapse,Explorer Show
Voltear,Transladar,Escalar,Coordenadas Mundo,Coordenadas Local,Camara Coordenadas,Escoger,Light,Guardar,Empezar,Create Project,Reload Project,Deshacer accion,Redo,Abrir IDE,Game Reload,Contruir Proyecto,Build and Start,Build Cancelar,Crear Paquete,Create Folder,Property Display,Paquete Renombrar,Rename Folder,Item Borrar,Folder Expandir,All Expand,Todos Collapsar,Explorador Mostrar
Voltear,Translate,Calibrar,Mundo,Locales,Camara Coordenada,Escoger,Alumbrado,Save,Open,Proyecto Crear,Reload P,Deshacer accion,Rehacer accion,Abrir IDE,Recargar Juego,Proyecto Construir,Contruir y Comenzar,Build Cancelar,Create Package,Crear Folder,Propiedades Mostrar,Rename Package,Folder Renombrar,Item Delete,Expand Folder,Todos Expandir,Todos Collapsar,Explorador Mostrar
Rotate,Mover,Redimensionar,World Coordinate,Local Coordinates,Camara Coordenadas,Elegir,Luz,Registrar,Iniciar,Create P,Reload Project,Undo Last Action,Rehacer,Open IDE,Reload Game,Proyecto Construir,Build and Run,Cancel Build,Paquete Crear,Folder Crear,Mostrar Propiedades,Renombrar Paquete,Rename Folder,Item Delete,Expand Folder,All Expand,Todos Collapsar,Mostrar en Explorador
Girar,Mover,Redimensionar,Mundo,Coordenadas Local,Camara,Destacar,Iluminacion,Save,Open,Proyecto Crear,Reload P,Deshacer accion,Redo Last Action,Open IDE,Juego Recargar,Proyecto Construir,Build and Run,Build Cancelar,Paquete Crear,Folder Crear,Propiedades Mostrar,Renombrar Paquete,Folder Renombrar,Borrar Item,Expandir Folder,All Expand,Collapsar Todos,Mostrar en Explorador
Rotate,Move,Calibrar,Coordenadas Mundo,Locales,Coordenada Camara,Escoger,Luz,Save,Open,Create Project,Recargar Proyecto,Undo,Redo Last Action,Open IDE,Recargar Juego,Build Project,Contruir y Comenzar,Build Cancelar,Paquete Crear,Folder Crear,Propiedades Mostrar,Package Rename,Folder Renombrar,Item Delete,Expandir Folder,All Expand,All Collapse,Explorador Mostrar
Girar,Translate,Redimensionar,Coordenadas Mundo,Local Coordinates,Coordenadas Camara,Escoger,Luz,Grabar,Iniciar,Crear Proyecto,Reload P,Deshacer accion,Redo Last Action,IDE,Juego Recargar,Build,Contruir y Comenzar,Cancelar Build,Crear Paquete,Crear Folder,Propiedades Mostrar,Renombrar Paquete,Folder Renombrar,Item Borrar,Expandir Folder,All Expand,Collapse All,Explorador Mostrar
Girar,Transladar,Scale,Coordenadas Mundo,Locales,Camara,Escoger,Light,Registrar,Open,Create Project,Reload Project,Deshacer accion,Redo,Open IDE,Juego Recargar,Contruir Proyecto,Contruir y Comenzar,Cancel Build,Crear Paquete,Crear Folder,Mostrar Propiedades,Package Rename,Renombrar Folder,Item Delete,Expand Folder,Todos Expandir,All Collapse,Mostrar en Explorador
Girar,Mover,Scale,Mundo,Locales,Camara Coordenada,Escoger,Luz,Save,Open,Create P,Reload Project,Deshacer accion,Rehacer accion,Abrir IDE,Recargar Juego,Contruir Proyecto,Contruir y Comenzar,Build Cancel,Paquete Crear,Crear Folder,Mostrar Propiedades,Package Rename,Folder Renombrar,Item Borrar,Folder Expand,Expandir Todos,All Collapse,Mostrar en Explorador
Voltear,Move,Redimensionar,Coordenadas Mundo,Locales,Coordenada Camara,Destacar,Light,Registrar,Open,Crear Proyecto,Reload Project,Deshacer,Redo Last Action,IDE,Recargar Juego,Build,Build and Run,Build Cancelar,Paquete Crear,Crear Folder,Mostrar Propiedades,Paquete Renombrar,Renombrar Folder,Item Delete,Expand Folder,Expandir Todos,All Collapse,Explorador Mostrar
Voltear,Mover,Escalar,Coordenadas Mundo,Coordenada Local,Camara Coordenadas,Destacar,Alumbrado,Save,Open,Create Project,Reload P,Undo Last Action,Rehacer accion,IDE,Game Reload,Build,Contruir y Comenzar,Cancel Build,Paquete Crear,Crear Folder,Display Property,Renombrar Paquete,Rename Folder,Item Borrar,Folder Expand,Expand All,Collapsar Todos,Mostrar en Explorador
Rotar,Translate,Scale,Coordenadas Mundo,Local Coordinate,Camara Coordenadas,Escoger,Iluminacion,Grabar,Open,Create Project,Reload P,Deshacer accion,Redo Last Action,IDE,Game Reload,Contruir Proyecto,Build and Run,Build Cancel,Package Create,Folder Create,Property Display,Paquete Renombrar,Folder Renombrar,Item Delete,Expandir Folder,Todos Expandir,All Collapse,Show in Explorer
Rotate,Move,Scale,World View,Local Coordinates,Camara,Seleccionar,Iluminacion,Save,Open,Proyecto Crear,Recargar Proyecto,Deshacer,Redo Last Action,Open IDE,Juego Recargar,Contruir Proyecto,Build and Run,Build Cancelar,Create Package,Folder Crear,Propiedades Mostrar,Renombrar Paquete,Renombrar Folder,Delete Item,Folder Expandir,Expandir Todos,Collapse All,Mostrar en Explorador
Rotar,Mover,Scale,Coordenadas Mundo,Coordenadas Local,Coordenada Camara,Escoger,Alumbrado,Guardar,Open,Create Project,Proyecto Recargar,Undo Last Action,Rehacer accion,Abrir IDE,Juego Recargar,Proyecto Construir,Build and Run,Build Cancel,Package Create,Crear Folder,Property Display,Paquete Renombrar,Folder Renombrar,Borrar Item,Folder Expand,All Expand,Collapse All,Mostrar en Explorador
Rotar,Mover,Redimensionar,Coordenada Mundo,Local,Coordenadas Camara,Escoger,Luz,Grabar,Open,Create Project,Proyecto Recargar,Undo Last Action,Redo Last Action,Abrir IDE,Game Reload,Proyecto Construir,Build and Start,Build Cancel,Paquete Crear,Folder Create,Display Property,Paquete Renombrar,Folder Renombrar,Item Borrar,Expand Folder,Todos Expandir,Todos Collapsar,Mostrar en Explorador
Rotar,Translate,Redimensionar,World Coordinate,Coordenadas Local,Camara Coordenadas,Escoger,Iluminacion,Save,Abrir,Create P,Proyecto Recargar,Undo,Rehacer accion,IDE,Reload Game,Proyecto Construir,Build and Start,Build Cancel,Paquete Crear,Crear Folder,Propiedades Mostrar,Renombrar Paquete,Renombrar Folder,Item Borrar,Folder Expand,Expandir Todos,Collapsar Todos,Explorador Mostrar
Rotate,Mover,Calibrar,World View,Coordenadas Local,Camara,Destacar,Light,Grabar,Open,Crear Proyecto,Reload P,Undo Last Action,Redo Last Action,Open IDE,Juego Recargar,Contruir Proyecto,Build and Start,Build Cancel,Crear Paquete,Crear Folder,Display Property,Paquete Renombrar,Renombrar Folder,Item Borrar,Expand Folder,Expand All,Todos Collapsar,Mostrar en Explorador
Girar,Move,Scale,Coordenadas Mundo,Locales,Coordenadas Camara,Seleccionar,Luz,Save,Open,Create P,Reload P,Deshacer accion,Rehacer,IDE,Reload Game,Build Project,Build and Run,Build Cancelar,Crear Paquete,Folder Crear,Property Display,Package Rename,Renombrar Folder,Borrar Item,Expand Folder,Expand All,Collapse All,Mostrar en Explorador
Rotate,Move,Redimensionar,World Coordinates,Local,Coordenadas Camara,Escoger,Light,Save,Iniciar,Create P,Reload P,Undo Last Action,Rehacer,IDE,Recargar Juego,Build,Construir y Correr,Build Cancel,Create Package,Folder Crear,Property Display,Rename Package,Renombrar Folder,Item Borrar,Expand Folder,Expandir Todos,Todos Collapsar,Explorer Show
Rotar,Mover,Scale,Mundo,Local Coordinates,Camara,Destacar,Luz,Save,Iniciar,Create P,Proyecto Recargar,Deshacer accion,Redo Last Action,IDE,Reload Game,Build,Construir y Correr,Cancel Build,Create Package,Folder Crear,Display Property,Rename Package,Renombrar Folder,Borrar Item,Expandir Folder,Todos Expandir,All Collapse,Explorer Show
Rotar,Move,Escalar,Coordenada Mundo,Local Coordinates,Camara Coordenadas,Destacar,Iluminacion,Registrar,Open,Create P,Proyecto Recargar,Undo Last Action,Redo,Abrir IDE,Recargar Juego,Contruir Proyecto,Build and Run,Build Cancelar,Create Package,Folder Crear,Property Display,Package Rename,Rename Folder,Item Delete,Folder Expand,Todos Expandir,Collapsar Todos,Explorador Mostrar
Rotar,Mover,Scale,Coordenadas Mundo,Local,Camara Coordenada,Elegir,Light,Save,Empezar,Create Project,Proyecto Recargar,Undo Last Action,Redo,Abrir IDE,Recargar Juego,Proyecto Construir,Build and Run,Cancelar Build,Package Create,Folder Create,Mostrar Propiedades,Paquete Renombrar,Package Folder,Delete Item,Expand Folder,Expandir Todos,All Collapse,Explorador Mostrar
Rotate,Mover,Escalar,World Coordinates,Coordenadas Local,Coordenada Camara,Elegir,Luz,Grabar,Empezar,Proyecto Crear,Reload P,Deshacer accion,Rehacer accion,Abrir IDE,Reload Game,Build Project,Construir y Correr,Cancelar Build,Create Package,Crear Folder,Mostrar Propiedades,Renombrar Paquete,Folder Renombrar,Item Delete,Expand Folder,All Expand,Todos Collapsar,Mostrar en Explorador
Rotate,Translate,Calibrar,Coordenadas Mundo,Coordenadas Local,Coordenada Camara,Destacar,Luz,Grabar,Iniciar,Create Project,Recargar Proyecto,Undo,Rehacer,Open IDE,Reload Game,Build,Build and Run,Build Cancelar,Create Package,Folder Crear,Display Property,Renombrar Paquete,Folder Renombrar,Borrar Item,Folder Expandir,All Expand,Collapsar Todos,Explorador Mostrar
Voltear,Move,Redimensionar,Coordenadas Mundo,Local Coordinates,Coordenada Camara,Escoger,Light,Grabar,Open,Create Project,Reload P,Undo Last Action,Redo Last Action,IDE,Recargar Juego,Contruir Proyecto,Build and Start,Cancel Build,Package Create,Folder Create,Propiedades Mostrar,Renombrar Paquete,Renombrar Folder,Item Delete,Expandir Folder,All Expand,Collapse All,Explorador Mostrar
Rotate,Mover,Redimensionar,World View,Local Coordinate,Camara Coordenadas,Escoger,Light,Grabar,Abrir,Create P,Recargar Proyecto,Deshacer accion,Rehacer accion,Open IDE,Juego Recargar,Proyecto Construir,Build and Start,Cancel Build,Paquete Crear,Crear Folder,Property Display,Renombrar Paquete,Rename Folder,Delete Item,Expandir Folder,Expandir Todos,All Collapse,Mostrar en Explorador
Rotate,Move,Scale,Mundo,Local Coordinate,Camera Coordinates,Escoger,Luz,Registrar,Iniciar,Crear Proyecto,Reload P,Undo Last Action,Rehacer accion,IDE,Juego Recargar,Contruir Proyecto,Contruir y Comenzar,Cancelar Build,Crear Paquete,Crear Folder,Display Property,Renombrar Paquete,Rename Folder,Borrar Item,Expandir Folder,Expandir Todos,Collapsar Todos,Explorador Mostrar
Rotar,Mover,Scale,Coordenadas Mundo,Local,Camara,Escoger,Iluminacion,Grabar,Iniciar,Create P,Proyecto Recargar,Deshacer accion,Redo,IDE,Game Reload,Proyecto Construir,Build and Start,Cancel Build,Paquete Crear,Folder Crear,Property Display,Paquete Renombrar,Folder Renombrar,Item Delete,Folder Expandir,Expandir Todos,Collapsar Todos,Explorador Mostrar
Girar,Move,Redimensionar,Mundo,Local,Camara,Escoger,Iluminacion,Grabar,Iniciar,Create Project,Reload Project,Undo Last Action,Rehacer accion,Open IDE,Game Reload,Build,Build and Run,Cancelar Build,Paquete Crear,Crear Folder,Display Property,Paquete Renombrar,Renombrar Folder,Borrar Item,Folder Expandir,Expandir Todos,All Collapse,Explorador Mostrar
Rotate,Mover,Scale,Coordenadas Mundo,Local,Camara Coordenada,Escoger,Luz,Save,Abrir,Create Project,Reload Project,Deshacer,Rehacer,IDE,Reload Game,Proyecto Construir,Contruir y Comenzar,Build Cancel,Crear Paquete,Folder Create,Mostrar Propiedades,Rename Package,Renombrar Folder,Delete Item,Folder Expand,Todos Expandir,Collapsar Todos,Explorador Mostrar
Girar,Mover,Calibrar,World Coordinates,Local Coordinate,Camara Coordenadas,Destacar,Light,Grabar,Iniciar,Create Project,Reload P,Undo,Redo,Abrir IDE,Juego Recargar,Proyecto Construir,Build and Run,Cancel Build,Create Package,Folder Crear,Property Display,Renombrar Paquete,Renombrar Folder,Item Borrar,Folder Expand,Expandir Todos,All Collapse,Mostrar en Explorador
Girar,Translate,Escalar,Coordenadas Mundo,Coordenadas Local,Camara Coordenada,Seleccionar,Luz,Save,Iniciar,Proyecto Crear,Reload Project,Undo,Redo,IDE,Game Reload,Proyecto Construir,Construir y Correr,Cancelar Build,Crear Paquete,Folder Create,Display Property,Package Rename,Package Folder,Item Delete,Folder Expandir,All Expand,Collapsar Todos,Mostrar en Explorador
Girar,Translate,Calibrar,World View,Local Coordinates,Camara Coordenadas,Elegir,Alumbrado,Registrar,Open,Create Project,Reload P,Undo Last Action,Rehacer accion,IDE,Game Reload,Build Project,Contruir y Comenzar,Cancelar Build,Crear Paquete,Folder Create,Mostrar Propiedades,Renombrar Paquete,Folder Renombrar,Item Borrar,Expandir Folder,All Expand,All Collapse,Mostrar en Explorador
Voltear,Transladar,Redimensionar,Mundo,Local Coordinate,Camara Coordenadas,Elegir,Luz,Guardar,Open,Proyecto Crear,Recargar Proyecto,Undo Last Action,Rehacer accion,Open IDE,Game Reload,Build Project,Contruir y Comenzar,Cancelar Build,Crear Paquete,Crear Folder,Propiedades Mostrar,Renombrar Paquete,Renombrar Folder,Delete Item,Expandir Folder,Expandir Todos,Collapsar Todos,Show in Explorer
Voltear,Transladar,Scale,Coordenadas Mundo,Local,Coordenadas Camara,Destacar,Iluminacion,Registrar,Abrir,Create Project,Reload Project,Undo,Rehacer accion,Abrir IDE,Reload Game,Build Project,Construir y Correr,Build Cancelar,Create Package,Folder Crear,Mostrar Propiedades,Paquete Renombrar,Rename Folder,Delete Item,Folder Expandir,Expandir Todos,Collapsar Todos,Explorer Show
Voltear,Mover,Calibrar,World View,Coordenadas Local,Coordenadas Camara,Destacar,Iluminacion,Grabar,Iniciar,Create P,Reload Project,Deshacer,Rehacer,Open IDE,Recargar Juego,Proyecto Construir,Build and Run,Build Cancelar,Crear Paquete,Crear Folder,Mostrar Propiedades,Paquete Renombrar,Folder Renombrar,Item Delete,Expand Folder,Expand All,Collapsar Todos,Explorador Mostrar
Rotate,Transladar,Calibrar,World View,Locales,Coordenadas Camara,Escoger,Light,Registrar,Iniciar,Create Project,Reload P,Undo Last Action,Redo,Open IDE,Game Reload,Build Project,Build and Start,Cancel Build,Package Create,Folder Crear,Propiedades Mostrar,Paquete Renombrar,Package Folder,Item Delete,Expand Folder,All Expand,Collapsar Todos,Show in Explorer
Rotate,Move,Calibrar,World Coordinate,Coordenada Local,Camara Coordenadas,Seleccionar,Iluminacion,Grabar,Empezar,Create P,Proyecto Recargar,Undo Last Action,Rehacer accion,IDE,Game Reload,Proyecto Construir,Build and Run,Build Cancelar,Create Package,Folder Crear,Propiedades Mostrar,Rename Package,Rename Folder,Borrar Item,Expand Folder,Expandir Todos,All Collapse,Explorador Mostrar
